golf_course_name,number_of_holes,country_name,state_name,city_name,latitude,longitude,hole_index_1,hole_index_2,hole_index_3,hole_index_4,hole_index_5,hole_index_6,hole_index_7,hole_index_8,hole_index_9,hole_index_10,hole_index_11,hole_index_12,hole_index_13,hole_index_14,hole_index_15,hole_index_16,hole_index_17,hole_index_18,par_value_1,par_value_2,par_value_3,par_value_4,par_value_5,par_value_6,par_value_7,par_value_8,par_value_9,par_value_10,par_value_11,par_value_12,par_value_13,par_value_14,par_value_15,par_value_16,par_value_17,par_value_18,tee_value1,tee_value2,tee_value3,tee_value4,tee_value5,tee_value6,tee_value7,tee_value8,tee_value9,tee_value10,tee_value11,tee_value12,tee_value13,tee_value14,tee_value15,tee_value16,tee_value17,tee_value18
Crews Hill Golf Club,18,United Kingdom,Greater Londonÿ,London,,,4,13,17,6,15,11,7,2,9,12,3,10,14,1,18,5,16,8,4,4,3,5,4,5,3,4,4,3,4,4,3,4,3,5,4,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Dulwich and Sydenham Hill Golf Club,18,United Kingdom,Greater Londonÿ,London,,,11,5,9,13,3,15,7,1,17,14,6,12,4,8,16,2,10,18,3,4,4,5,4,3,4,4,3,4,4,3,4,3,5,4,4,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Eltham Warren Golf Club,18,United Kingdom,Greater Londonÿ,London,,,17,13,7,1,15,3,5,9,11,18,12,6,2,16,4,14,8,10,3,4,4,4,4,4,3,5,3,3,4,4,4,4,4,4,5,3,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Enfield Golf Club,18,United Kingdom,Greater Londonÿ,London,,,10,8,18,4,2,16,12,14,6,5,11,1,9,13,3,15,7,17,4,5,3,5,4,3,4,4,5,3,4,4,4,3,5,4,4,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Foyle Golf Club,18,United Kingdom,Greater Londonÿ,London,,,6,10,12,14,8,2,4,16,18,7,5,3,11,1,17,15,9,13,4,4,4,3,5,4,4,4,3,4,4,4,3,4,3,4,5,5,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Finchley Golf Club,18,United Kingdom,Greater Londonÿ,London,,,17,5,15,3,9,1,7,11,13,16,14,8,10,2,18,4,12,6,4,4,3,4,4,4,3,5,5,4,4,3,5,4,3,4,5,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Fulwell Golf Club,18,United Kingdom,Greater Londonÿ,London,,,10,4,8,18,16,14,6,2,12,11,7,5,15,1,13,17,3,9,4,4,4,4,5,3,4,4,3,4,5,4,3,4,4,3,5,4,Green|Red|Yellow|White,Green|Red|Yellow|White,Green|Red|Yellow|White,Green|Red|Yellow|White,Green|Red|Yellow|White,Green|Red|Yellow|White,Green|Red|Yellow|White,Green|Red|Yellow|White,Green|Red|Yellow|White,Green|Red|Yellow|White,Green|Red|Yellow|White,Green|Red|Yellow|White,Green|Red|Yellow|White,Green|Red|Yellow|White,Green|Red|Yellow|White,Green|Red|Yellow|White,Green|Red|Yellow|White,Green|Red|Yellow|White
Haste Hill Golf Course,18,United Kingdom,Greater Londonÿ,London,,,13,3,11,5,17,7,1,15,9,6,14,4,18,16,10,2,12,8,3,4,4,4,3,4,4,3,4,5,3,4,4,4,4,4,3,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Hatfield London Country Club New Course,18,United Kingdom,Greater Londonÿ,London,,,18,12,8,2,16,4,6,10,14,1,13,3,17,15,11,9,5,7,4,4,3,5,4,4,4,3,5,4,3,5,3,4,4,5,4,4,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red
Hatfield London Country Club Old Course,18,United Kingdom,Greater Londonÿ,London,,,3,7,9,15,11,13,5,1,17,10,8,4,18,14,12,2,16,6,4,3,5,4,3,5,4,4,3,5,4,5,5,4,3,4,4,3,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red
Hendon Golf Club,18,United Kingdom,Greater Londonÿ,London,,,13,1,5,11,7,3,15,9,17,8,2,10,14,16,18,6,12,4,4,4,4,4,4,3,4,5,3,4,4,5,3,4,4,4,3,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Highgate Golf Course,18,United Kingdom,Greater Londonÿ,London,,,13,9,5,17,11,1,7,15,3,14,8,16,4,10,2,6,18,12,4,4,4,3,4,4,5,3,4,4,3,4,4,4,4,4,3,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Lea Valley,18,United Kingdom,Greater Londonÿ,London,,,9,16,11,6,12,5,18,1,15,3,17,4,7,8,2,13,14,10,4,3,4,4,3,4,3,4,3,4,3,3,4,4,4,4,4,5,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
London Scottish Golf Club,18,United Kingdom,Greater Londonÿ,London,,,8,16,15,4,6,13,2,12,17,9,3,7,1,14,11,18,5,10,3,4,4,4,3,4,4,4,3,4,5,3,4,4,3,4,4,4,White,White,White,White,White,White,White,White,White,White,White,White,White,White,White,White,White,White
Mill Hill Golf Club,18,United Kingdom,Greater Londonÿ,London,,,4,18,14,12,6,2,8,16,10,5,17,3,9,15,1,11,7,13,4,3,4,4,5,4,4,3,5,4,3,4,4,4,4,3,4,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Mitcham Golf Club,18,United Kingdom,Greater Londonÿ,London,,,17,7,13,16,1,18,5,8,11,4,9,10,6,2,12,15,3,14,4,4,3,4,4,4,4,3,4,5,4,4,4,4,4,3,4,3,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Muswell Hill Golf Club,18,United Kingdom,Greater Londonÿ,London,,,17,15,3,7,13,9,1,11,5,16,4,18,10,14,2,12,6,8,4,4,4,4,3,5,4,3,5,4,5,3,4,3,4,4,4,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
North Middlesex Golf Club,18,United Kingdom,Greater Londonÿ,London,,,15,6,17,11,8,4,1,12,13,9,5,3,16,2,14,18,10,7,4,4,3,4,3,5,5,4,3,4,4,4,4,4,4,3,4,3,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Radlett Park Golf Club,18,United Kingdom,Greater Londonÿ,London,,,7,11,3,15,5,9,17,1,13,6,16,12,2,4,14,18,10,8,4,4,4,3,5,4,4,4,5,3,3,4,4,4,5,4,4,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Richmond Park Princess 2015,18,United Kingdom,Greater Londonÿ,London,,,9,15,7,17,5,11,1,3,13,2,16,10,4,12,6,18,14,8,4,3,4,3,4,4,4,4,5,4,3,4,3,4,4,3,4,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Richmond Park Duke's,18,United Kingdom,Greater Londonÿ,London,,,3,17,9,13,7,5,1,11,15,14,4,2,10,18,8,16,12,6,4,4,3,4,5,4,4,4,3,5,4,4,4,3,4,3,4,3,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Richmond Park Prince's,18,United Kingdom,Greater Londonÿ,London,,,13,7,9,3,17,15,1,5,11,8,18,12,14,4,10,2,6,16,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,5,4,5,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red
Royal Wimbledon Golf Club,18,United Kingdom,Greater Londonÿ,London,,,9,5,11,1,15,17,3,7,13,8,12,2,16,6,10,4,18,14,4,4,4,4,3,4,5,3,4,5,4,4,3,4,4,4,3,4,White|Yellow,White|Yellow,White|Yellow,White|Yellow,White|Yellow,White|Yellow,White|Yellow,White|Yellow,White|Yellow,White|Yellow,White|Yellow,White|Yellow,White|Yellow,White|Yellow,White|Yellow,White|Yellow,White|Yellow,White|Yellow
Shooters Hill Golf Club,18,United Kingdom,Greater Londonÿ,London,,,16,12,2,14,7,9,3,18,5,15,6,10,4,13,1,8,17,11,5,4,4,3,5,4,4,4,3,3,3,4,4,4,4,4,3,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Trent Park,18,United Kingdom,Greater Londonÿ,London,,,11,5,17,1,13,7,3,15,9,12,18,4,8,16,2,14,6,10,5,4,3,4,3,4,4,3,4,4,3,4,5,4,4,5,3,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Whitewebbs Golf Club,18,United Kingdom,Greater Londonÿ,London,,,18,10,4,16,8,6,12,2,14,7,3,9,11,15,5,1,13,17,3,4,4,4,4,4,3,4,4,5,4,3,4,3,4,4,4,3,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Whitley Bay Golf Club,18,United Kingdom,Greater Londonÿ,London,,,12,2,18,14,4,8,6,16,10,15,5,1,17,11,9,3,13,7,5,4,3,4,4,5,4,4,3,4,4,5,3,4,4,4,3,5,White|Yellow,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Wimbledon park,18,United Kingdom,Greater Londonÿ,London,,,13,11,7,3,5,1,17,15,9,6,16,2,4,10,12,8,18,14,4,4,3,4,4,4,3,3,4,4,3,4,4,4,3,3,4,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Hinksey Heights Golf Club,18,United Kingdom,Oxfordshire,Oxford,,,5,11,1,7,3,13,17,15,9,14,4,18,8,2,6,10,16,12,4,4,4,3,4,5,4,3,5,3,4,4,4,4,5,4,4,4,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red
Oxford Golf Club,18,United Kingdom,Oxfordshire,Oxford,,,9,12,1,18,7,4,14,15,6,2,11,10,5,13,16,3,17,8,4,4,4,3,4,4,4,3,5,5,4,3,4,4,3,4,3,5,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Beverly Country Club,18,United States of Americaÿ,Illinois  ,Chicago,,,13,3,15,7,5,17,1,9,11,16,2,18,10,12,6,8,14,4,4,5,3,4,4,3,5,4,4,3,5,3,4,4,4,4,3,5,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
Edgebrook Golf Course,18,United States of Americaÿ,Illinois  ,Chicago,,,10,13,4,11,18,14,17,6,5,15,12,9,2,16,1,7,8,3,4,3,4,4,3,3,3,4,4,3,4,4,4,3,4,4,4,4,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red,White|Red
Harborside International Golf Center,18,United States of Americaÿ,Illinois  ,Chicago,,,9,1,11,15,5,17,13,7,3,12,2,8,18,14,16,4,10,6,4,5,4,3,4,3,4,4,5,4,5,4,3,4,3,4,4,5,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red
Foss Park Golf Course,18,United States of Americaÿ,Illinois  ,Chicago,,,9,5,13,1,7,17,15,11,3,6,18,14,10,2,16,4,8,12,4,5,3,4,4,3,5,4,4,4,3,4,5,4,3,4,5,4,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
Indian Boundary Golf Course,18,United States of Americaÿ,Illinois  ,Chicago,,,3,15,5,17,13,11,7,9,1,14,12,10,18,6,16,4,8,2,4,4,5,4,3,4,4,3,4,4,4,4,4,5,3,5,3,5,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
Jackson Park Golf Club,18,United States of Americaÿ,Illinois  ,Chicago,,,4,6,14,10,2,16,8,18,12,9,7,17,15,1,3,5,13,11,4,4,4,4,5,3,4,3,4,4,4,3,3,5,5,4,3,4,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red,Blue|Red
Old Wayne Golf Club,18,United States of Americaÿ,Illinois  ,Chicago,,,9,7,1,11,13,3,5,17,15,14,4,18,10,6,2,12,16,8,4,4,5,4,3,5,4,3,4,4,4,3,4,5,4,4,3,5,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
Prairie Landing Golf Club,18,United States of Americaÿ,Illinois  ,Chicago,,,11,13,17,7,1,15,3,9,5,10,12,2,4,18,14,8,16,6,4,4,3,5,4,3,5,4,4,5,4,3,5,3,4,4,3,5,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red,Black|Gold|Blue|White|Red
Ridge Country Club,18,United States of Americaÿ,Illinois  ,Chicago,,,13,1,11,5,7,15,17,3,9,6,16,12,2,8,14,4,18,10,4,5,4,4,4,3,3,4,4,4,3,4,4,4,4,4,3,5,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
St Andrews Golf & Country Club Joe Jemsek Course,18,United States of Americaÿ,Illinois  ,Chicago,,,11,15,7,9,1,17,13,5,3,8,16,14,12,18,4,2,6,10,4,3,4,4,4,3,4,4,5,5,3,4,4,3,5,4,5,4,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red
St Andrews Golf & Country Club,18,United States of Americaÿ,Illinois  ,Chicago,,,13,1,17,9,11,5,15,3,7,6,2,16,14,4,18,8,10,12,4,4,3,4,4,4,3,5,4,5,4,3,4,5,3,4,4,4,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red
Aliante Golf Club,18,United States of America,Nevada,Las Vegas,,,11,1,5,17,13,15,3,9,7,14,8,2,12,10,18,16,4,6,4,4,5,3,4,3,4,5,4,4,5,4,3,5,3,4,4,4,Blue|White|Black|Red,Blue|White|Black|Red,Blue|White|Black|Red,Blue|White|Black|Red,Blue|White|Black|Red,Blue|White|Black|Red,Blue|White|Black|Red,Blue|White|Black|Red,Blue|White|Black|Red,Blue|White|Black|Red,Blue|White|Black|Red,Blue|White|Black|Red,Blue|White|Black|Red,Blue|White|Black|Red,Blue|White|Black|Red,Blue|White|Black|Red,Blue|White|Black|Red,Blue|White|Black|Red
Angel Park Golf Club,18,United States of America,Nevada,Las Vegas,,,5,1,13,17,9,15,11,3,7,4,18,12,6,10,16,14,2,8,4,5,4,3,4,3,4,4,4,4,3,4,5,4,3,4,5,4,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red
Angel Park Golf Club Palm,18,United States of America,Nevada,Las Vegas,,,3,15,11,7,17,1,5,13,9,2,8,16,6,4,18,10,12,14,4,3,4,4,3,5,4,3,4,4,5,3,4,5,4,4,3,4,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red,Gold|Black|White|Red
Bali Hai Golf Club,18,United States of America,Nevada,Las Vegas,,,17,7,3,13,11,15,5,1,9,14,18,10,6,12,8,16,2,4,4,5,4,4,4,3,5,4,3,5,3,4,4,3,5,3,4,4,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze,Black|Gold|Silver|Bronze
